id,isdeleted,name,currencyisocode,setupownerid,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,lastvieweddate,lastreferenceddate,desc__c,enabled__c,label__c,value__c,
aA93B0000008QclSAE,false,IRStore.SUBPM.tmpl,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,Subscription modify stored payment storefront template,true,,cc_tmpl_OneColRD,
aA93B0000008QcmSAE,false,CHStore.PLP.QO.qob,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,FALSE,
aA93B0000008QcnSAE,false,wireframe.RG.tmpl,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,cc_tmpl_Login,
aA93B0000008QcoSAE,false,Global.All.PD.DsplSvPrc,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,TRUE,
aA93B0000008QcpSAE,false,Wireframe.MA.tmpl,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,cc_tmpl_MyAccount,
aA93B0000008QcqSAE,false,Wireframe.PDP.PR.Enabled,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,TRUE,
aA93B0000008QcrSAE,false,Global.All.BIE.PIName,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,cc_EmptyPage,
aA93B0000008QcsSAE,false,Global.All.BIE.Enabled,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,FALSE,
aA93B0000008QctSAE,false,Global.All.H.DisplLocale,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,FALSE,
aA93B0000008QcuSAE,false,Global.All.PL.DsplSKU,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,TRUE,
aA93B0000008QcvSAE,false,Global.All.C.DsplComments,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,TRUE,
aA93B0000008QcwSAE,false,Global.RG.UR.ShowTEAtt,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,TRUE,
aA93B0000008QcxSAE,false,Global.All.PM.PIName,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,,
aA93B0000008QcySAE,false,Global.All.PL.Title,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,Title,
aA93B0000008QczSAE,false,Wireframe.All.CWL.PIName,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,cc_store_DynamicWidget,
aA93B0000008Qd0SAE,false,wireframe.HP.H.PIName,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,cc_store_HeaderIncl,
aA93B0000008Qd1SAE,false,wireframe.PLP.tmpl,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,cc_tmpl_Catalog,
aA93B0000008Qd2SAE,false,wireframe.HP.QO.NoLine,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,,
aA93B0000008Qd3SAE,false,wireframe.HP.PM.DsplImg,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,,
aA93B0000008Qd4SAE,false,Global.All.PD.DsplAvlbNumber,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,TRUE,
aA93B0000008Qd5SAE,false,wireframe.HP.CT.UsePI,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,FALSE,
aA93B0000008Qd6SAE,false,Global.All.PD.DsplRDTitle,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,TRUE,
aA93B0000008Qd7SAE,false,Global.All.QO.DsplAddCart,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,TRUE,
aA93B0000008Qd8SAE,false,Global.All.PL.DsplShortDesc,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,TRUE,
aA93B0000008Qd9SAE,false,Global.All.QO.G2C,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,"When adding to cart from Quick Order, immediately go to cart page",true,,FALSE,
aA93B0000008QdASAU,false,Global.All.C.DsplAvail,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,TRUE,
aA93B0000008QdBSAU,false,Global.All.WL.DsplUOM,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,TRUE,
aA93B0000008QdCSAU,false,Wireframe.HP.QO.UsePI,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,FALSE,
aA93B0000008QdDSAU,false,Wireframe.HP.MC.NoDspl,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,,
aA93B0000008QdESAU,false,Global.All.PD.DsplImage,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,0053B000000fTg9QAE,2017-03-01 16:25:06,,,,true,,TRUE,
aA93B0000008QjwSAE,false,CHStore.PLP.BIE.PIName,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,c__cc_jci_ProductListInclude,
aA93B0000008QjxSAE,false,IRStore.All.SB.ACE,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,TRUE,
aA93B0000008QjySAE,false,IRStore.All.SRCH.ACE,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,TRUE,
aA93B0000008QjzSAE,false,CHStore.HP.SB.ACE,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,TRUE,
aA93B0000008Qk0SAE,false,CHStore.All.SRCH.ACE,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,TRUE,
aA93B0000008Qk1SAE,false,CHStore.CO.BIE.Enabled,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,TRUE,
aA93B0000008Qk2SAE,false,IRStore.All.css.100,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,css/styles.css,
aA93B0000008Qk3SAE,false,Wireframe.HP.QO.NoLine,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,,
aA93B0000008Qk4SAE,false,wireframe.HP.MC.DsplItemAmt,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,,
aA93B0000008Qk5SAE,false,HomepageTemplate,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,HomepageTemplate,
aA93B0000008QlnSAE,false,RKStore.HP.MC.DsplImg,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,,,,true,,,
aA93B0000008QloSAE,false,RKStore.HP.BIB.Enabled,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,,,,true,,FALSE,
aA93B0000008QlpSAE,false,RKStore.HP.MC.NoDspl,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,,,,true,,,
aA93B0000008QlqSAE,false,RKStore.PLP.tmpl,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,,,,true,,cc_tmpl_SubscriberTemplate,
aA93B0000008QlrSAE,false,RKStore.PDP.css.010,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,,,,true,,css/style-simpletooltip-min.css,
aA93B0000008QlsSAE,false,RKStore.HP.BC.UsePI,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,,,,true,,FALSE,
aA93B0000008QltSAE,false,RKStore.All.css.102,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,,,,true,,css/bootstrap_overwrite.css,
aA93B0000008QluSAE,false,RKStore.RG.tmpl,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,,,,true,,cc_tmpl_OneColRD,
aA93B0000008QlvSAE,false,RKStore.All.css.100,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,,,,true,,css/styles.css,
aA93B0000008QlwSAE,false,RKStore.PDP.PS.Enabled,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,0053B000000fTg9QAE,2017-03-01 16:25:13,,,,true,,TRUE,
aA93B0000008QgqSAE,false,IRStore.PDP.css.010,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,,,,true,,css/style-simpletooltip-min.css,
aA93B0000008QgrSAE,false,IRStore.HP.QO.DsplAddCart,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,,,,true,,,
aA93B0000008QgsSAE,false,IRStore.HP.MC.PIName,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,,,,true,,,
aA93B0000008QgtSAE,false,IRStore.PW.tmpl,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,,,,true,,cc_tmpl_OneColRD,
aA93B0000008QguSAE,false,IRStore.All.CWL.PIName,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,,,,true,,cc_EmptyPage,
aA93B0000008QgvSAE,false,IRStore.HPCT.PIName,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,,,,true,,cc_store_LeftNavIncl,
aA93B0000008QgwSAE,false,IRStore.CA.tmpl,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,,,,true,,cc_tmpl_TwoColRightRD,
aA93B0000008QgxSAE,false,Global.All.MC.Title,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,,,,true,,Test,
aA93B0000008QgySAE,false,Global.All.GA.Enabled,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,0053B000000fTg9QAE,2017-03-01 16:25:09,,,,true,,TRUE,
aA93B0000008QgzSAE,false,Global.All.CWL.PIName,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,cc_store_DynamicWidget,
aA93B0000008Qh0SAE,false,Global.All.CSW.Enabled,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,TRUE,
aA93B0000008Qh1SAE,false,Global.All.SO.GateDDErr,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,TRUE,
aA93B0000008Qh2SAE,false,Global.All.PL.DsplUOM,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,TRUE,
aA93B0000008Qh3SAE,false,Global.All.C.DsplAddtlSku,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,TRUE,
aA93B0000008Qh4SAE,false,wireframe.HP.css.100,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,css/js-image-slider.css,
aA93B0000008Qh5SAE,false,Global.All.PL.DsplPgn,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,TRUE,
aA93B0000008Qh6SAE,false,wireframe.HP.QO.DsplInst,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,true,,,
aA93B0000008Qh7SAE,false,Global.All.H.TagLine,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,false,,images/home/tagline.gif,
aA93B0000008Qh8SAE,false,Wireframe.HP.H.TagLine,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,,false,,images/home/tagline.gif,
aA93B0000008Qh9SAE,false,Global.All.rfq.GuestUser,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,TRUE/FALSE: Show Request for Quote button,true,,TRUE,
aA93B0000008QhASAU,false,Global.All.rfq.LoggedIn,USD,00D3B0000008ukZUAQ,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,0053B000000fTg9QAE,2017-03-01 16:25:11,,,TRUE/FALSE: Request for Quote button,true,,TRUE,
